"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1666","@smoke language switcher toggles to English and back","chromium","2026-07-23","passed","2026-07-23","@smoke DTS Full Business Flow","business-flow.spec.ts","",""
"","31950","@fast login page loads and logs in as admin","chromium","2026-07-23","broken","2026-07-23","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31854","@critical app bar shows user identity after login","chromium","2026-07-23","broken","2026-07-23","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31892","@smoke sync buttons exist on integrations page","chromium","2026-07-23","broken","2026-07-23","@smoke UX Smoke — API Integration Buttons","ux-smoke.spec.ts","",""
"","696","@fast should load login page","chromium","2026-07-23","passed","2026-07-23","@smoke DTS Smoke Tests","smoke.spec.ts","",""
"","31854","@critical student cannot access admin route","chromium","2026-07-23","broken","2026-07-23","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31862","@smoke deep link refresh preserves identity","chromium","2026-07-23","broken","2026-07-23","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31756","@critical student can view progress and eligibility","chromium","2026-07-23","broken","2026-07-23","@smoke DTS Full Business Flow","business-flow.spec.ts","",""
"","31861","@critical student sees progress and eligibility","chromium","2026-07-23","broken","2026-07-23","@smoke UX Smoke — Student Dashboard","ux-smoke.spec.ts","",""
"","31832","@critical student sees no admin nav items","chromium","2026-07-23","broken","2026-07-23","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31892","@critical admin can view dashboard with stats","chromium","2026-07-23","broken","2026-07-23","@smoke DTS Full Business Flow","business-flow.spec.ts","",""
"","31894","@smoke navigation between pages works","chromium","2026-07-23","broken","2026-07-23","@smoke DTS Full Business Flow","business-flow.spec.ts","",""
"","31868","@critical should login as student and see progress","chromium","2026-07-23","broken","2026-07-23","@smoke DTS Smoke Tests","smoke.spec.ts","",""
"","31854","@critical all routes survive refresh without 404","chromium","2026-07-23","broken","2026-07-23","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31797","@smoke logout redirects to login","chromium","2026-07-23","broken","2026-07-23","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31824","@critical should login as admin and see dashboard","chromium","2026-07-23","broken","2026-07-23","@smoke DTS Smoke Tests","smoke.spec.ts","",""
"","3944","@fast login page has no critical a11y violations","chromium","2026-07-23","passed","2026-07-23","@smoke a11y — Critical pages","a11y-smoke.spec.ts","",""
"","654","@fast should load landing page and navigate to login","chromium","2026-07-23","passed","2026-07-23","@smoke DTS Smoke Tests","smoke.spec.ts","",""
