"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","649","@fast should load login page","chromium","2026-07-10","passed","2026-07-10","@smoke DTS Smoke Tests","smoke.spec.ts","",""
"","32027","@fast login page loads and logs in as admin","chromium","2026-07-10","broken","2026-07-10","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31965","@smoke sync buttons exist on integrations page","chromium","2026-07-10","broken","2026-07-10","@smoke UX Smoke — API Integration Buttons","ux-smoke.spec.ts","",""
"","31955","@critical student cannot access admin route","chromium","2026-07-10","broken","2026-07-10","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31808","@critical should login as admin and see dashboard","chromium","2026-07-10","broken","2026-07-10","@smoke DTS Smoke Tests","smoke.spec.ts","",""
"","31893","@critical all routes survive refresh without 404","chromium","2026-07-10","broken","2026-07-10","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31953","@critical student sees progress and eligibility","chromium","2026-07-10","broken","2026-07-10","@smoke UX Smoke — Student Dashboard","ux-smoke.spec.ts","",""
"","31837","@critical should login as student and see progress","chromium","2026-07-10","broken","2026-07-10","@smoke DTS Smoke Tests","smoke.spec.ts","",""
"","31833","@smoke logout redirects to login","chromium","2026-07-10","broken","2026-07-10","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31898","@smoke navigation between pages works","chromium","2026-07-10","broken","2026-07-10","@smoke DTS Full Business Flow","business-flow.spec.ts","",""
"","31840","@critical student can view progress and eligibility","chromium","2026-07-10","broken","2026-07-10","@smoke DTS Full Business Flow","business-flow.spec.ts","",""
"","650","@fast should load landing page and navigate to login","chromium","2026-07-10","passed","2026-07-10","@smoke DTS Smoke Tests","smoke.spec.ts","",""
"","31890","@critical student sees no admin nav items","chromium","2026-07-10","broken","2026-07-10","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","31885","@smoke deep link refresh preserves identity","chromium","2026-07-10","broken","2026-07-10","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
"","1715","@smoke language switcher toggles to English and back","chromium","2026-07-10","passed","2026-07-10","@smoke DTS Full Business Flow","business-flow.spec.ts","",""
"","2854","@fast login page has no critical a11y violations","chromium","2026-07-10","passed","2026-07-10","@smoke a11y — Critical pages","a11y-smoke.spec.ts","",""
"","31878","@critical admin can view dashboard with stats","chromium","2026-07-10","broken","2026-07-10","@smoke DTS Full Business Flow","business-flow.spec.ts","",""
"","31820","@critical app bar shows user identity after login","chromium","2026-07-10","broken","2026-07-10","@smoke UX Smoke — Routing & Identity","ux-smoke.spec.ts","",""
